id,student_id,program,grade,status,age,attendance_rate,quiz_score,exams_score,performance_task,activities,final_grade,gpa
989,2025-292563,BLIS,84.44474,1,24,95.0,86.19333,100.0,76.03376,42.548,84.44474,1.37934
990,2025-774053,BSCS,85.45183,1,19,73.27,87.21674,85.44257,82.05236,47.34547,85.45183,1.61665
991,2025-613075,BSCS,82.49728,1,18,44.65,73.3814,83.11827,89.68588,35.83822,82.49728,1.91697
992,2025-921535,BLIS,88.24747,1,18,42.57,65.09353,63.70877,100.0,45.30939,88.24747,2.13251
993,2025-118376,BSIT,85.93029,1,25,86.92,93.00226,88.23136,78.44893,50.0,85.93029,1.47464
994,2025-353920,BSCS,87.17145,1,21,93.14,91.09951,87.61171,79.71412,48.12859,87.17145,1.45256
995,2025-941143,BSCS,81.71806,1,20,64.75,81.45156,94.34778,80.4018,42.44375,81.71806,1.64973
996,2025-257324,BSIT,83.25627,1,18,58.93,75.29299,73.49769,91.84644,47.00631,83.25627,1.94786
997,2025-998011,BSCS,86.12613,1,25,72.65,70.84024,74.3257,93.86443,41.57734,86.12613,1.87275
998,2025-663956,BSDSA,82.47081,1,22,45.97,74.45943,63.65376,100.0,32.26062,82.47081,2.13707
999,2025-778105,BSCS,83.20252,1,24,61.01,76.36722,86.2975,85.46191,45.55347,83.20252,1.77821
1000,2025-608485,BSCS,82.0067,1,23,95.08,100.0,72.45562,86.04007,42.11336,82.0067,1.63811
1001,2025-150491,BLIS,83.89113,1,20,62.39,83.19054,69.98575,91.96484,43.89875,83.89113,1.90283
1002,2025-566926,BLIS,85.52669,1,19,96.78,92.10249,100.0,73.06634,50.0,85.52669,1.30763
1003,2025-952012,BSDSA,87.35674,1,18,77.14,95.03215,83.08325,80.65609,50.0,87.35674,1.53648
1004,2025-622777,BSCS,81.82256,1,21,56.09,79.56306,59.88622,100.0,34.4951,81.82256,2.11134
1005,2025-312633,BSCS,86.24275,1,23,93.73,88.15503,83.39916,82.57401,50.0,86.24275,1.53917
1006,2025-203965,BSCS,86.90689,1,23,67.63,64.45177,68.11062,100.0,36.75995,86.90689,2.00603
1007,2025-263881,BSCS,84.28615,1,21,45.73,59.49519,86.51278,91.81681,39.24164,84.28615,1.95439
1008,2025-631029,BSDSA,81.65089,1,21,61.39,88.28699,94.3403,78.12545,45.0471,81.65089,1.60965
1009,2025-818783,BSIT,83.39849,1,18,42.44,69.70566,67.16,100.0,31.79614,83.39849,2.1323
1010,2025-262573,BSIT,85.33663,1,21,73.43,86.27229,90.61693,82.11595,37.78349,85.33663,1.56331
1011,2025-964027,BSCS,84.35815,1,22,40.79,71.34253,68.82359,100.0,25.56302,84.35815,2.09049
1012,2025-123028,BLIS,87.96119,1,25,81.12,93.37528,76.73381,85.22496,46.68281,87.96119,1.60033
1013,2025-247776,BSCS,82.91852,1,25,69.0,85.91182,88.57191,82.21609,43.35105,82.91852,1.64715
1014,2025-648249,BSIT,83.71595,1,18,45.33,90.74052,74.56264,89.70047,33.91364,83.71595,1.85855
1015,2025-884862,BSIT,86.06994,1,20,74.47,82.82436,90.4493,81.11384,49.30063,86.06994,1.57701
1016,2025-211161,BSCS,83.84772,1,23,46.25,69.37592,63.55297,100.0,42.35241,83.84772,2.15579
1017,2025-397901,BSCS,84.7451,1,25,67.42,69.67425,66.7265,100.0,34.18066,84.7451,2.01629
1018,2025-771744,BSCS,81.23314,1,22,45.87,63.47338,70.43042,100.0,34.55852,81.23314,2.16384
1019,2025-440315,BSDSA,86.71178,1,21,68.36,81.60306,53.41363,100.0,50.0,86.71178,2.04538
1020,2025-258032,BSIT,80.74905,1,23,80.99,100.0,90.03306,77.24723,44.87647,80.74905,1.50366
1021,2025-634465,BSIT,86.57891,1,21,58.61,68.75301,81.12348,91.23947,44.16474,86.57891,1.85679
1022,2025-795253,BLIS,84.17999,1,18,72.68,83.78151,78.14517,89.20964,39.22259,84.17999,1.75441
1023,2025-243222,BSIT,82.24241,1,20,46.52,68.7083,64.67618,100.0,41.78424,82.24241,2.17226
1024,2025-359446,BSCS,82.06121,1,20,71.23,87.30284,81.15801,87.79488,33.75741,82.06121,1.72978
1025,2025-104242,BSCS,83.23436,1,22,55.82,83.68277,61.68188,97.28544,40.45568,83.23436,2.03533
1026,2025-931261,BSDSA,84.13723,1,23,81.78,100.0,92.66211,76.02048,44.87545,84.13723,1.41474
1027,2025-202278,BSCS,85.0341,1,18,92.44,91.49015,100.0,73.90969,50.0,85.0341,1.33777
1028,2025-537764,BSCS,84.57262,1,22,56.0,94.36102,80.50226,84.55393,41.25341,84.57262,1.70192
1029,2025-231410,BSDSA,80.1522,1,23,90.84,93.27212,100.0,74.22214,45.8095,80.1522,1.40803
1030,2025-232755,BSCS,86.47886,1,25,71.92,72.89809,69.08846,95.89475,45.31124,86.47886,1.91641
1031,2025-232280,BSIT,86.26514,1,25,66.03,76.47253,86.29435,86.23292,45.66047,86.26514,1.70833
1032,2025-355776,BSCS,82.09509,1,22,40.6,71.13805,67.70436,100.0,31.39211,82.09509,2.14252
1033,2025-679597,BLIS,82.27113,1,25,79.73,100.0,89.94819,78.23405,41.33526,82.27113,1.48536
1034,2025-890455,BSIT,83.16214,1,20,44.72,88.21143,74.27517,90.40866,37.57172,83.16214,1.89353
1035,2025-231432,BSCS,84.79375,1,18,50.25,86.66709,91.40688,84.0632,28.81934,84.79375,1.65208
1036,2025-312429,BSDSA,87.07844,1,25,67.81,73.9504,85.25518,86.72539,50.0,87.07844,1.72084
1037,2025-450546,BSIT,86.72422,1,20,47.06,52.74706,79.32685,97.48793,43.00507,86.72422,2.05027
1038,2025-134551,BSIT,84.50359,1,24,72.97,92.89575,89.35372,81.2999,38.88851,84.50359,1.54065
1039,2025-407665,BSDSA,84.71166,1,22,83.62,100.0,100.0,73.22828,42.03836,84.71166,1.31013
1040,2025-709342,BSIT,85.96189,1,24,90.4,94.15727,99.15428,74.58976,46.30001,85.96189,1.3199
1041,2025-911434,BSCS,85.18232,1,23,44.03,63.28962,69.16303,100.0,40.68847,85.18232,2.12469
1042,2025-984032,BSCS,85.81969,1,18,84.68,93.51297,97.51522,75.95497,44.83312,85.81969,1.36988
1043,2025-617277,BSIT,85.14855,1,19,61.34,88.14843,90.0792,80.34546,49.64923,85.14855,1.60613
1044,2025-374642,BSCS,83.8461,1,24,64.53,81.96576,80.61865,88.96048,39.57195,83.8461,1.77719
1045,2025-987189,BSIT,83.8387,1,23,64.85,67.52218,65.33112,100.0,44.90479,83.8387,2.07503
1046,2025-342868,BSIT,85.09372,1,21,89.56,94.99222,92.92893,78.5622,42.37623,85.09372,1.40518
1047,2025-340505,BSIT,86.29931,1,21,83.95,92.47259,90.68465,81.65156,36.37172,86.29931,1.45541
1048,2025-650820,BSIT,85.11045,1,19,80.21,100.0,97.84441,73.46245,48.15032,85.11045,1.34326
1049,2025-884505,BSIT,85.00423,1,19,55.12,70.64267,67.03044,100.0,36.62084,85.00423,2.04995
1050,2025-314493,BSCS,85.96636,1,19,53.48,79.27105,84.17591,86.53311,48.34042,85.96636,1.76634
1051,2025-296783,BSIT,85.77963,1,24,55.68,79.52211,86.98989,85.37316,46.89303,85.77963,1.72475
1052,2025-451991,BSIT,83.85269,1,21,40.43,60.09871,80.12476,97.156,34.3677,83.85269,2.05435
1053,2025-595640,BSCS,86.40084,1,19,80.63,100.0,97.62347,75.84527,37.43901,86.40084,1.32358
1054,2025-467606,BSCS,88.46202,1,25,81.58,92.15415,86.95686,81.04918,50.0,88.46202,1.47757
1055,2025-771885,BSIT,85.4621,1,18,81.97,85.08291,96.39224,80.28245,40.91944,85.4621,1.46736
1056,2025-686828,BSDSA,84.25786,1,20,52.7,73.31539,67.49684,100.0,32.24938,84.25786,2.04459
1057,2025-386019,BLIS,83.64103,1,23,69.33,80.23504,61.2562,100.0,37.48802,83.64103,2.00747
1058,2025-590120,BLIS,84.28897,1,18,63.87,75.12489,85.25901,87.34616,48.55453,84.28897,1.77179
1059,2025-426275,BSIT,85.6997,1,18,71.6,80.41011,79.72546,91.2832,34.82247,85.6997,1.74242
1060,2025-917045,BSCS,84.35699,1,20,66.2,77.60893,88.83605,85.97346,42.89713,84.35699,1.69858
1061,2025-399527,BSIT,84.716,1,20,70.38,96.48356,100.0,75.07068,41.2753,84.716,1.39116
1062,2025-118395,BSIT,85.91394,1,23,59.87,79.32606,59.511,100.0,43.59432,85.91394,2.03716
1063,2025-561470,BSCS,86.55861,1,25,42.53,68.43213,69.86793,100.0,34.16554,86.55861,2.05907
1064,2025-854902,BSCS,86.52099,1,21,78.28,73.37139,80.29733,90.36379,49.00786,86.52099,1.75201
1065,2025-443251,BSIT,85.90326,1,25,67.71,64.01601,73.36808,99.33149,35.54718,85.90326,1.96216
1066,2025-696062,BSCS,82.35942,1,22,46.75,79.44384,70.31698,97.48565,29.50573,82.35942,2.01589
1067,2025-172400,BSCS,84.33157,1,21,87.8,100.0,100.0,74.39176,39.96086,84.33157,1.29949
1068,2025-864780,BLIS,85.10638,1,19,83.02,89.89602,83.7359,83.55022,50.0,85.10638,1.58222
1069,2025-948543,BSCS,84.52736,1,19,75.07,88.36137,82.30291,85.72667,45.08505,84.52736,1.65276
1070,2025-451014,BSCS,85.63453,1,18,49.57,73.50413,65.0997,100.0,39.24285,85.63453,2.06234
1071,2025-658839,BSCS,84.19886,1,18,90.3,97.87432,86.68999,81.76357,39.89613,84.19886,1.46834
1072,2025-355795,BSCS,87.81308,1,18,92.17,95.85987,100.0,74.01725,48.68441,87.81308,1.25943
1073,2025-804464,BLIS,83.75781,1,18,94.72,100.0,94.48614,76.85335,42.19881,83.75781,1.34716
1074,2025-250620,BSDSA,87.00167,1,21,92.71,100.0,95.6806,76.32634,41.91871,87.00167,1.28897
1075,2025-291418,BSCS,85.36278,1,23,73.47,90.07982,81.27517,85.71336,45.91208,85.36278,1.64437
1076,2025-358078,BSCS,87.24709,1,23,89.2,80.4022,86.43635,87.9185,36.5144,87.24709,1.56679
1077,2025-803029,BSIT,86.17916,1,23,95.37,97.8358,100.0,73.8622,46.79994,86.17916,1.25697
1078,2025-573920,BSDSA,85.89125,1,21,90.44,90.62784,96.29999,77.79978,47.27838,85.89125,1.38336
1079,2025-903286,BSIT,84.81923,1,22,54.24,84.65295,85.41167,87.99042,32.51097,84.81923,1.72377
1080,2025-428825,BSIT,85.11694,1,25,93.95,100.0,80.88727,83.01282,45.70586,85.11694,1.49168
1081,2025-875428,BSIT,84.72159,1,20,98.21,100.0,100.0,73.52022,45.61745,84.72159,1.25161
1082,2025-963818,BSCS,86.52845,1,19,84.09,77.97753,99.90532,81.55557,38.87196,86.52845,1.4565
1083,2025-885227,BSIT,83.6697,1,19,41.57,84.80207,78.80981,90.61942,36.25371,83.6697,1.87087
1084,2025-394967,BSIT,85.41246,1,22,86.45,100.0,100.0,72.91552,49.16515,85.41246,1.2876
1085,2025-314004,BSCS,84.97603,1,19,43.29,55.29074,76.73055,100.0,39.02187,84.97603,2.10413
1086,2025-999283,BSCS,85.00373,1,20,64.31,100.0,79.7517,83.68252,46.29074,85.00373,1.62568
1087,2025-720331,BSIT,87.06938,1,24,65.95,76.18791,70.53664,95.87343,44.4143,87.06938,1.88715
1088,2025-886813,BSDSA,85.10042,1,25,73.44,86.7966,76.64958,90.84639,39.20793,85.10042,1.73047
1089,2025-362422,BSIT,86.26549,1,24,51.61,81.55502,72.98588,93.59442,42.59212,86.26549,1.88504
1090,2025-710419,BLIS,84.38958,1,18,92.06,94.19377,89.65338,82.69708,36.91994,84.38958,1.45214
1091,2025-925002,BSCS,86.42484,1,25,46.56,67.17256,69.63492,100.0,41.16269,86.42484,2.05796
1092,2025-105896,BSCS,85.9759,1,24,91.65,99.96691,92.32574,77.05632,50.0,85.9759,1.35014
1093,2025-755051,BSIT,88.27771,1,22,63.26,73.77934,76.508,92.88369,49.7041,88.27771,1.82619
1094,2025-937550,BSIT,88.82539,1,18,71.45,71.9256,83.66822,91.46673,41.81381,88.82539,1.71357
1095,2025-498521,BSIT,86.10978,1,20,77.18,98.12072,72.92669,89.36796,40.1857,86.10978,1.65344
1096,2025-327332,BSDSA,87.72617,1,22,74.27,98.57897,89.82221,78.93844,49.51227,87.72617,1.4328
1097,2025-548981,BSIT,83.95985,1,24,57.1,87.7847,61.46719,100.0,31.65646,83.95985,1.98836
1098,2025-915865,BSDSA,86.65446,1,20,62.51,91.66188,76.74749,91.02402,33.78339,86.65446,1.70922
1099,2025-909441,BSDSA,85.54116,1,25,47.26,66.36257,77.10476,98.08145,35.86222,85.54116,1.98614
1100,2025-594575,BSIT,86.63767,1,20,95.33,92.26182,88.03483,82.1282,50.0,86.63767,1.43796
1101,2025-129428,BSCS,87.79231,1,19,66.44,85.83916,80.40051,90.15914,38.70243,87.79231,1.67804
1102,2025-167277,BSIT,86.69506,1,23,73.58,75.0376,88.76035,87.71542,46.64673,86.69506,1.65313
1103,2025-808335,BSDSA,86.65447,1,21,72.07,81.02827,98.45404,81.59949,44.07113,86.65447,1.49557
1104,2025-916456,BSCS,84.39645,1,20,68.64,86.99406,89.05628,85.25078,40.44845,84.39645,1.61047
1105,2025-272880,BSIT,88.20836,1,22,70.27,76.30925,85.62299,88.6948,47.91775,88.20836,1.66964
1106,2025-599616,BSCS,86.85746,1,25,91.05,100.0,98.01056,76.38948,43.02453,86.85746,1.26995
1107,2025-747413,BSCS,86.08535,1,22,83.02,85.1895,83.63976,89.01495,38.0435,86.08535,1.60536
1108,2025-906939,BSIT,86.05314,1,23,54.01,93.40061,73.78896,92.77567,31.77314,86.05314,1.77444
1109,2025-382369,BSCS,87.69792,1,19,68.9,91.69279,99.40883,77.79773,45.20781,87.69792,1.39479
1110,2025-759395,BLIS,85.7809,1,20,50.48,76.92692,68.40023,100.0,34.08167,85.7809,1.98937
1111,2025-526693,BSCS,86.56535,1,22,53.34,75.99191,68.97509,100.0,34.14041,86.56535,1.96596
1112,2025-444368,BSIT,87.09004,1,21,77.79,79.62617,84.88728,88.83663,45.43125,87.09004,1.63974
1113,2025-463291,BSIT,86.16779,1,25,56.39,84.24702,79.135,90.00864,47.06573,86.16779,1.77216
1114,2025-240249,BSIT,85.09479,1,24,70.31,91.71463,78.19229,90.03421,38.28123,85.09479,1.68522
1115,2025-751872,BSCS,87.73469,1,23,54.01,69.65774,72.47339,100.0,36.3523,87.73469,1.95326
1116,2025-683950,BSCS,87.5483,1,23,93.81,100.0,100.0,74.40632,50.0,87.5483,1.22399
1117,2025-180353,BSCS,86.20863,1,25,49.2,68.57862,78.46427,97.03185,37.87243,86.20863,1.93366
1118,2025-281822,BSIT,83.27457,1,23,45.68,79.6401,63.0851,100.0,44.99814,83.27457,2.09074
1119,2025-692041,BLIS,86.99528,1,23,78.31,91.42982,97.25267,78.74621,48.20072,86.99528,1.39636
1120,2025-572628,BSCS,82.97536,1,19,64.77,100.0,90.36507,80.91747,42.18894,82.97536,1.52893
1121,2025-522207,BSDSA,87.60753,1,23,74.82,86.46415,100.0,79.89758,43.77216,87.60753,1.40729
1122,2025-462128,BSCS,86.43599,1,21,88.81,75.76791,77.09506,94.27804,45.24745,86.43599,1.7305
1123,2025-748711,BSIT,86.91457,1,21,71.72,80.6887,100.0,81.79569,43.12725,86.91457,1.47698
1124,2025-599788,BSIT,85.5967,1,19,67.57,82.64127,81.22453,90.49443,44.01749,85.5967,1.72435
1125,2025-923081,BSCS,85.71543,1,20,40.36,65.93652,79.15287,100.0,26.90908,85.71543,1.98979
1126,2025-735296,BLIS,84.89976,1,24,43.2,54.35898,81.71146,100.0,37.98649,84.89976,2.05339
1127,2025-818683,BSIT,84.43856,1,21,72.35,100.0,60.09905,97.6282,35.755,84.43856,1.83839
1128,2025-775911,BSIT,84.48269,1,18,79.52,100.0,88.39279,83.02837,38.13216,84.48269,1.46948
1129,2025-461043,BSIT,86.29064,1,25,68.87,82.91888,98.80717,81.41972,45.86773,86.29064,1.49483
1130,2025-108089,BSCS,87.87107,1,19,58.15,76.11992,90.95009,89.69161,34.41667,87.87107,1.6611
1131,2025-560183,BSIT,84.87407,1,19,61.4,67.18394,76.89392,100.0,31.57299,84.87407,1.93622
1132,2025-485085,BSCS,85.74686,1,23,76.07,79.08534,69.93841,100.0,32.08221,85.74686,1.85183
1133,2025-781315,BSCS,87.18385,1,25,79.28,98.26765,97.50463,77.21348,48.69366,87.18385,1.33174
1134,2025-535329,BSDSA,87.66415,1,21,85.25,94.31655,94.266,80.69319,45.67398,87.66415,1.37065
1135,2025-832024,BSIT,87.80323,1,18,93.93,100.0,100.0,76.9454,41.66835,87.80323,1.21943
1136,2025-387482,BSIT,87.98692,1,18,82.87,93.16123,90.84536,83.41939,42.45974,87.98692,1.4253
1137,2025-685090,BSCS,86.47094,1,25,68.36,68.65456,81.10249,95.21718,44.62088,86.47094,1.82056
1138,2025-428581,BSIT,87.9216,1,18,67.14,86.38821,86.30308,88.847,37.10032,87.9216,1.59795
1139,2025-360479,BSIT,86.368,1,20,41.51,65.27589,77.01728,100.0,36.41659,86.368,2.00566
1140,2025-252687,BSCS,84.94599,1,22,76.62,69.27069,100.0,86.75725,39.47328,84.94599,1.58022
1141,2025-917336,BSDSA,85.55283,1,23,99.18,100.0,100.0,75.69737,48.74734,85.55283,1.23443
1142,2025-845276,BSCS,86.53739,1,21,59.9,81.77943,70.67895,97.2946,41.42727,86.53739,1.87342
1143,2025-839493,BSCS,86.70686,1,19,74.98,94.75702,85.95851,86.9684,35.56141,86.70686,1.52321
1144,2025-513266,BSIT,85.67736,1,20,46.13,64.50873,78.46839,100.0,34.98691,85.67736,1.98695
1145,2025-534406,BLIS,86.13783,1,19,99.03,100.0,100.0,75.76007,49.1625,86.13783,1.22567
1146,2025-744049,BLIS,85.20141,1,21,55.2,70.44127,87.64429,93.37125,36.46878,85.20141,1.80072
1147,2025-868796,BSCS,90.26323,1,18,60.81,74.70436,79.22113,93.82233,48.90245,90.26323,1.76426
1148,2025-979463,BSIT,85.19845,1,22,47.74,77.05668,71.74881,100.0,33.36798,85.19845,1.96843
1149,2025-185446,BSCS,89.35973,1,22,66.02,79.51629,77.3918,93.13591,50.0,89.35973,1.74133
1150,2025-739921,BSIT,87.90328,1,24,65.02,66.85727,77.04072,100.0,35.62934,87.90328,1.87412
1151,2025-514454,BSIT,87.12026,1,22,46.81,63.88342,78.86133,100.0,35.56146,87.12026,1.96143
1152,2025-484360,BSIT,85.0722,1,23,68.84,77.56812,75.02008,97.46649,37.50561,85.0722,1.8427
1153,2025-557785,BSIT,86.2058,1,24,52.5,67.03008,80.63853,100.0,26.67751,86.2058,1.9068
1154,2025-664011,BSIT,87.23242,1,23,44.2,68.45979,82.18627,97.42233,33.65042,87.23242,1.89357
1155,2025-107821,BSIT,87.58279,1,19,56.18,80.19323,71.96523,97.52155,41.26099,87.58279,1.86883
1156,2025-891638,BSCS,86.90317,1,25,73.83,78.56786,76.94283,95.20566,42.89436,86.90317,1.76237
1157,2025-120969,BSCS,86.8861,1,20,58.06,88.91606,76.00658,92.01516,45.71306,86.8861,1.75417
1158,2025-181848,BSCS,90.05269,1,21,49.16,78.23669,64.97006,100.0,49.6636,90.05269,1.95698
1159,2025-102168,BSDSA,87.46345,1,22,91.88,100.0,94.95064,79.17007,46.33693,87.46345,1.29366
1160,2025-391364,BSCS,87.21706,1,18,72.62,92.24858,85.46641,85.56578,49.73413,87.21706,1.55046
1161,2025-495559,BSDSA,89.38517,1,25,75.53,84.56239,73.59256,94.67645,45.695,89.38517,1.70811
1162,2025-931709,BSIT,88.21177,1,23,58.56,64.94567,75.5807,100.0,43.84305,88.21177,1.92784
1163,2025-586467,BSIT,90.44404,1,22,92.26,96.35142,77.04683,89.48395,45.72742,90.44404,1.48848
1164,2025-847467,BSCS,86.68336,1,24,67.31,88.96815,82.60652,90.66917,37.16803,86.68336,1.6408
1165,2025-117839,BSCS,89.10257,1,21,66.44,66.33642,76.9095,100.0,38.8037,89.10257,1.85499
1166,2025-951157,BSCS,88.1376,1,20,49.99,87.72479,100.0,82.47152,36.90283,88.1376,1.48804
1167,2025-297110,BSIT,88.14412,1,18,70.69,86.99391,88.3135,87.77015,40.99539,88.14412,1.55122
1168,2025-376822,BSCS,89.67961,1,24,69.42,89.69542,93.84178,85.6779,33.67018,89.67961,1.44378
1169,2025-492281,BSIT,87.70511,1,21,50.53,70.03,77.42338,100.0,32.60897,87.70511,1.90528
1170,2025-422727,BSCS,88.61161,1,22,84.12,100.0,97.19291,78.02289,48.17333,88.61161,1.27942
1171,2025-226161,BSIT,86.49608,1,25,67.17,71.7381,85.57313,93.17064,43.88454,86.49608,1.7466
1172,2025-953719,BLIS,88.40714,1,24,74.26,87.84701,84.59407,88.75891,44.30729,88.40714,1.57054
1173,2025-988564,BSCS,87.96568,1,21,51.26,73.30987,72.40502,100.0,40.45267,87.96568,1.93217
1174,2025-334861,BLIS,86.60683,1,23,48.55,79.35785,69.54042,100.0,38.66173,86.60683,1.95074
1175,2025-986683,BSIT,87.80178,1,19,81.34,97.09901,83.90065,87.69756,38.24323,87.80178,1.48621
1176,2025-653180,BSIT,87.94427,1,20,49.52,68.59087,78.60031,100.0,32.75571,87.94427,1.90288
1177,2025-938280,BSIT,86.40629,1,19,68.76,81.33402,94.63325,86.54461,41.04336,86.40629,1.55619
1178,2025-259772,BSCS,87.25407,1,24,62.41,71.15962,74.3865,99.7006,41.15353,87.25407,1.89238
1179,2025-220046,BSIT,86.67633,1,22,59.96,97.99153,69.31645,93.44253,45.33227,86.67633,1.75761
1180,2025-877556,BSIT,87.65446,1,18,96.65,100.0,98.91997,77.80849,46.92922,87.65446,1.22389
1181,2025-649523,BSIT,86.72569,1,23,70.81,79.87901,85.84563,89.80032,50.0,86.72569,1.65997
1182,2025-149481,BSCS,84.3186,1,22,48.48,78.87924,80.92902,95.81749,34.29004,84.3186,1.8548
1183,2025-120013,BSCS,88.8763,1,22,88.44,100.0,81.50984,86.07405,50.0,88.8763,1.4461
1184,2025-179895,BSCS,87.79808,1,19,96.23,98.75671,100.0,77.96162,46.36841,87.79808,1.22026
1185,2025-857949,BSCS,87.99917,1,18,73.53,89.7281,87.58607,86.82147,46.74203,87.99917,1.52904
1186,2025-160661,BSCS,86.3964,1,24,70.03,73.78484,84.6473,94.23034,41.15225,86.3964,1.73149
1187,2025-653504,BLIS,88.88092,1,22,80.74,85.25643,100.0,81.94291,47.12374,88.88092,1.37289
1188,2025-963188,BSCS,85.96974,1,24,41.02,71.88754,91.2149,92.1966,38.01912,85.96974,1.79073
1189,2025-620315,BSCS,87.4328,1,22,67.9,79.47807,83.07144,94.27242,36.68723,87.4328,1.69679
1190,2025-782543,BSIT,88.06459,1,25,58.89,83.94424,86.26469,89.14031,47.72788,88.06459,1.64868
1191,2025-614728,BSCS,86.87361,1,19,47.82,80.56724,70.02521,100.0,39.24656,86.87361,1.9339
1192,2025-735167,BSIT,88.54089,1,21,50.71,89.0075,66.45288,99.20794,39.54169,88.54089,1.87101
1193,2025-556150,BSCS,87.00986,1,25,60.45,69.3685,81.10704,98.64929,35.20517,87.00986,1.83781
1194,2025-320979,BSIT,86.71095,1,23,74.04,85.4417,90.93076,86.0261,49.80439,86.71095,1.54176
1195,2025-175584,BLIS,89.29508,1,22,50.88,94.10663,67.95079,97.28496,37.97741,89.29508,1.7995
1196,2025-358657,BSIT,85.63128,1,19,66.12,82.93116,70.03819,100.0,35.99887,85.63128,1.86151
1197,2025-599507,BSIT,86.97809,1,20,85.0,92.65512,99.08622,80.88836,44.95179,86.97809,1.33807
1198,2025-180907,BSCS,86.94298,1,23,54.92,76.54096,73.34059,100.0,37.99776,86.94298,1.89682
1199,2025-592799,BSDSA,88.23452,1,20,88.62,82.18659,85.23059,89.9984,50.0,88.23452,1.55351
1200,2025-431158,BSDSA,87.14135,1,18,78.22,88.12666,92.11156,86.02307,43.87979,87.14135,1.48251
1201,2025-445620,BSCS,87.21187,1,18,58.47,100.0,76.61979,92.90823,30.46474,87.21187,1.65129
1202,2025-105662,BSIT,87.85483,1,19,57.41,80.78199,87.29527,92.86559,32.87826,87.85483,1.67088
1203,2025-681079,BSIT,86.18657,1,23,60.91,90.41467,65.93647,100.0,36.18554,86.18657,1.86282
1204,2025-864794,BSIT,89.27673,1,22,99.69,100.0,96.83422,78.98712,49.87401,89.27673,1.2108
1205,2025-796415,BSIT,86.04183,1,23,54.61,71.25262,76.35244,100.0,39.1563,86.04183,1.91864
1206,2025-998286,BSIT,89.10727,1,20,69.57,85.54282,78.91534,94.14408,40.7374,89.10727,1.66468
1207,2025-898999,BSIT,88.03552,1,21,59.15,74.83231,76.18318,100.0,34.534,88.03552,1.84198
1208,2025-736601,BSIT,86.22297,1,25,59.79,64.65308,77.40025,100.0,46.80526,86.22297,1.93524
1209,2025-186309,BSDSA,85.50097,1,23,79.07,100.0,76.24851,91.02721,41.55165,85.50097,1.60072
1210,2025-662560,BSCS,88.83824,1,24,87.83,88.35668,65.85156,100.0,40.19524,88.83824,1.7302
1211,2025-411357,BSIT,88.99053,1,22,89.19,78.57695,100.0,83.90167,50.0,88.99053,1.39078
1212,2025-317947,BSDSA,88.86411,1,20,86.26,74.1265,87.25074,93.97982,38.24766,88.86411,1.59311
1213,2025-407584,BSCS,88.71835,1,18,92.55,86.06205,95.74382,86.2227,37.94852,88.71835,1.37288
1214,2025-767770,BSIT,88.20707,1,25,62.91,89.53967,69.76175,99.0497,33.6906,88.20707,1.78359
1215,2025-803135,BSCS,86.60319,1,21,74.59,94.49898,81.37679,89.22993,46.33891,86.60319,1.58348
1216,2025-571726,BSCS,85.94624,1,24,52.13,91.99623,87.24308,86.93992,47.06086,85.94624,1.63345
1217,2025-260078,BLIS,87.0632,1,20,82.85,95.16975,81.1171,88.48376,50.0,87.0632,1.54083
1218,2025-887847,BSIT,87.71869,1,22,65.25,85.50735,99.60887,85.37834,33.88302,87.71869,1.45614
1219,2025-719562,BSDSA,87.61041,1,20,91.85,100.0,100.0,78.03165,47.94272,87.61041,1.23083
1220,2025-295592,BSCS,86.4361,1,22,86.76,100.0,85.36353,85.88803,45.43097,86.4361,1.44562
1221,2025-336496,BSCS,86.63267,1,23,89.15,96.31059,89.8574,84.91225,44.66074,86.63267,1.4085
1222,2025-960925,BSIT,89.47313,1,21,72.42,78.4787,92.90547,90.07448,38.02761,89.47313,1.53605
1223,2025-655392,BSDSA,88.02794,1,20,81.51,94.93872,79.65052,89.81257,47.81311,88.02794,1.5502
1224,2025-419306,BSIT,90.90441,1,20,50.54,64.69265,80.0058,100.0,41.47284,90.90441,1.86576
1225,2025-321871,BSIT,89.80419,1,25,48.32,75.78436,71.46942,100.0,46.42612,89.80419,1.90595
1226,2025-504159,BSIT,92.44478,1,20,99.55,100.0,100.0,77.78721,50.0,92.44478,1.12268
1227,2025-666130,BSDSA,88.54104,1,24,60.92,81.03889,82.88431,94.3925,38.5731,88.54104,1.69674
1228,2025-332605,BSCS,86.42802,1,18,67.48,87.56142,92.30262,86.79422,43.23766,86.42802,1.53911
1229,2025-296605,BSCS,86.18557,1,22,55.55,69.82624,76.22324,100.0,44.08845,86.18557,1.92554
1230,2025-882512,BSIT,89.6244,1,22,87.96,90.12421,97.47321,82.49777,48.19577,89.6244,1.3235
1231,2025-723989,BSIT,88.20438,1,20,87.13,96.80269,75.24243,91.30516,50.0,88.20438,1.56288
1232,2025-397042,BSDSA,88.79001,1,18,51.22,89.39241,86.80463,89.95389,39.36728,88.79001,1.61768
1233,2025-102747,BLIS,88.71913,1,25,82.16,99.33425,100.0,78.26498,50.0,88.71913,1.25718
1234,2025-724838,BSCS,86.75959,1,22,49.9,71.27754,77.38049,100.0,40.01752,86.75959,1.91346
1235,2025-990512,BSIT,89.58092,1,22,74.8,85.51859,71.32588,99.05876,38.82996,89.58092,1.72745
